user,tweet
AccionNacional,"El diálogo no cambiará nuestra firme posición como oposición, porque en México las cosas van de mal en peor, y seguiremos con firmeza señalando todo aquello que es incorrecto, pero dialogaremos sobre las propuestas que son buenas para México.
https://t.co/qfGoGsu4wi"
AccionNacional,"RT @ectorjaime: #VacunarYaAstraZeneca
#NoCastigaraGto
#DosisDeRefuerzo
#ComunicaciónSimple

Hay 49 millones de vacunas sin aplicar en almac…"
AccionNacional,"Aumentan los precios de los alimentos, del gas y la gasolina, aumenta el desempleo y muchas familias no tienen ni para pagar la canasta básica. 

Así los resultados de este gobierno… https://t.co/tCSGjhDMhZ"
AccionNacional,"Ayer se escribió un nuevo capítulo en la intolerancia y persecución política de Veracruz. Ahora quieren anular la voluntad de más de 105 mil veracruzanas y veracruzanos que democráticamente eligieron a @PatyYunes como su presidenta municipal.
https://t.co/dYPluET5Tc"
AccionNacional,"En la ceremonia de entrega del Reconocimiento al Mérito Voluntario 2021, reconocimos a militantes y ciudadanos de todo el país que promueven acciones voluntarias y realizan acciones en beneficio de sus comunidades y entornos. https://t.co/p5yzfYE3GS"
AccionNacional,"En un ejercicio de total transparencia, damos a conocer los resultados de las encuestas firmadas y acordadas bilateralmente entre los principales aspirantes a la gubernatura de Aguascalientes. Como ellos mismos acordaron ante el desacuerdo habrá consulta indicativa con militancia https://t.co/LHLGKqwjjz"
AccionNacional,"RT @FORMACIONCENPAN: Amigas y amigos: 

Hoy inicia la encuesta de necesidades de capacitación para 2022.

Su participación es muy important…"
AccionNacional,"🔉Mensaje de nuestra Secretaria General, @CeciliaPatronL, sobre el proceso interno para la candidatura a la gubernatura de Aguascalientes. https://t.co/4z3CInthkT"
AccionNacional,"RT @DeborahLoMa: ¡Lo Hicimos en Grande y lo seguiremos de corazón! 👩🏻‍🦰
No tengo palabras para agradecerles por sumarse a este cambio, chav…"
AccionNacional,"RT @RevistaLaNacion: Las mujeres ¡claro que podemos!

Visitamos a @AleGutierrez_mx, en #León, Guanajuato y nos contó acerca de su visión y…"
AccionNacional,"RT @SenadoresdelPAN: Las malas decisiones del inquilino de Palacio Nacional hoy tienen en la desesperanza a miles de familias, niñas, niños…"
AccionNacional,RT @JorgeRoHe: No hay algo más triste que ver a padres sufrir por la enfermedad de sus pequeños y no contar con ayuda. El INSABI es un frac…
AccionNacional,"RT @adrixaguilar: El mensaje es claro: 

- Urgen medicinas para todas y todos. 
- Urge que la salud sea una verdadera prioridad para este g…"
AccionNacional,"El desabasto de medicinas es una realidad. Detrás de cada receta no surtida, hay una historia de dolor y vulneración sistemática al derecho a la salud que no podemos permitir, por eso no sumamos a la protesta de miles de ciudadanos y organizaciones.
#NoHayQuimio https://t.co/GSjtJZsEex"
AccionNacional,"Los encargados de la justicia y la lucha contra la corrupción del gobierno morenista tienen también escándalos por riqueza acumulada y corrupción. ¡Vaya ejemplo! Está claro que su promesa de combatirla es solo un engaño más de @lopezobrador_.
https://t.co/sgk0Zui1Q7"
AccionNacional,"¡Felicidades @DeborahLoMa, primera Secretaria Nacional de @AccionJuvenil!

Enhorabuena @Emma_LauraAV por ser parte de este logro de las mujeres.

Las y los jóvenes del PAN trabajarán unidos para construir un mejor México para todas y todos. https://t.co/FBEotVlQdb"
AccionNacional,"¡Que viva la democracia panista que pone el ejemplo a todos los partidos de México!

🔹#XIIIAsambleaNacional de @AccionJuvenil🔹 https://t.co/SYOAsZdepm"
AccionNacional,"Celebramos la #XIIIAsambleaNacional de @AccionJuvenil, donde se elegirá por primera vez a una mujer para dirigir los esfuerzos, las causas y los intereses de las y los jóvenes del PAN y de todo México. https://t.co/zwBLblnU2g"
AccionNacional,"Hoy se llevó a cabo la sesión del Consejo Nacional.

Las y los panistas vamos a actuar con corresponsabilidad, hacer buenos gobiernos y a remar juntos de forma sincronizada, porque es la única manera de enfrentar el reto que tenemos en México.
#UnidosYFuertes https://t.co/h44K55ZCyt"
AccionNacional,"RT @MarkoCortes: Más vale tarde que nunca.

@lopezobrador_ aceptó el diálogo con @AccionNacional y nosotros le tomamos la palabra.

Estamos…"
AccionNacional,"El Gobierno Federal ha obstaculizado el crecimiento y desarrollo de las Personas con Discapacidad en México, los ha limitado únicamente al asistencialismo, cuando requieren de oportunidades que les permita salir adelante por sí mismos: @KathiaBolio.
https://t.co/Fn3NueeBlz"
AccionNacional,"La Reunión del Grupo de Puebla en México es muestra del corte autoritario de este gobierno y abre la puerta a socios de su mal llamado “progresismo”, que han dejado sus países en peores condiciones: @marianagc.
https://t.co/bDAmbU2m9K"
AccionNacional,"RT @AccionNacional: Hoy debatieron las 2 candidatas a la Secretaría de @AccionJuvenil, porque en Acción Nacional sabemos que para dar a la…"
AccionNacional,RT @ectorjaime: El Consejo de Salubridad General se reune el 8 de diciembre y en su agenda de trabajo NO tiene previsto atender la pandemia…
AccionNacional,"RT @XochitlGalvez: Prometieron barrer la corrupción de arriba para abajo. A tres años de gobierno, parece se les rompió la escoba. 🧹 

Herm…"
AccionNacional,"RT @julenrementeria: #3AñosPerdidos sin:

Seguro popular.
Tratamientos contra el cáncer.
Refugios.
Guarderías.
Empleos.
FONDEN.
Seguridad.…"
AccionNacional,"Hoy debatieron las 2 candidatas a la Secretaría de @AccionJuvenil, porque en Acción Nacional sabemos que para dar a la patria esperanza presente, es importante contrastar ideas.

¡Mucho éxito en la elección! https://t.co/3eUmKKPPHm"
AccionNacional,"RT @hector_saul1: Acción Nacional lamenta los 3 años perdidos que costaron, vidas y empleos, pero sobre todo golpearon a los que menos tien…"
AccionNacional,"El presidente @lopezobrador_ nos prometió un sistema de salud gratuito y al alcance de toda la población. Llevamos ya #3AñosPerdidos con millones de mexicanas y mexicanos sin acceso a medicinas, tratamientos ni atención médica. https://t.co/1sx23As4fu"
AccionNacional,"Hoy llegamos a la mitad de un sexenio que tiene a México con la peor ola de violencia de la historia, van más de 100 mil homicidios, el crimen organizado sigue extendiéndose y millones de familias no pueden vivir en paz.
#3AñosPerdidos https://t.co/Z1atqDE85R"
AccionNacional,"México necesita avanzar hacia las energías limpias, renovables y más baratas. Por eso decimos NO al retroceso que quiere imponer Morena con su contrarreforma eléctrica.
#3AñosPerdidos https://t.co/WVZ3M33RiK"
AccionNacional,"Lamentamos profundamente el fallecimiento del Sr. Tomás García Tovar, padre de nuestro compañero de la Secretaría de Elecciones, Evaristo García Romero. Nuestro más sentido pésame a sus familiares y seres queridos. Descanse en paz. https://t.co/tcFRtw5YKo"
AccionNacional,"El presidente @lopezobrador_ promete al mundo lo que no hace en su país. Definitivamente, su gobierno cumple hoy #3AñosPerdidos. https://t.co/s2pzydiOdS"
AccionNacional,"México atraviesa una grave crisis económica, la gente no tiene para pagar la luz, energéticos ni su canasta básica. Estamos muy lejos de las promesas del presidente.
#3AñosPerdidos https://t.co/Z8gVcE3yfr"
AccionNacional,"RT @EnsenadaLiz: 3 años después, no hay nada qué celebrar. Son #3añosPerdidos con el gobierno de MORENA, y cada vez los mexicanos están más…"
AccionNacional,"RT @rocioglzcuu: Más que dichos, son hechos y hoy se cumplen #3Añosperdidos, sin cumplir la palabra presidente @lopezobrador_ hoy no hay si…"
AccionNacional,"RT @MichelGonzalezM: ¿Las y los mexicanos viven mejor que hace 3 años? La respuesta es NO. 

Con 4 excepciones: 
✔Funcionarios del régimen…"
AccionNacional,".@lopezobrador_ prometió proteger la vida de todas y todos. Pero en México matan 11 mujeres cada día y su gobierno no hace nada para cambiar esta realidad. 

Para las mujeres mexicanas han sido #3AñosPerdidos. https://t.co/uUtWD2Ysbq"
AccionNacional,"A 3 años de gobierno de @lopezobrador_, su principal promesa de combatir la corrupción ha sido un verdadero fracaso.
#3AñosPerdidos https://t.co/EcJPydAVlU"
AccionNacional,"RT @LiliaOlveraTlx: A tres años de gobierno, nuestro país entró en una fuerte crisis con incremento en desempleo y elevación en precios de…"
AccionNacional,"RT @RodrigoSanZe: Hoy los mexicanos lamentamos los 3 años perdidos, que costaron vidas y empleos, y que golpearon a los que menos tienen, c…"
AccionNacional,"RT @godinez_enrique: Lamentamos los #3AñosPerdidos que costaron, vidas y empleos; y dónde golpearon a los que menos tienen creando más pobr…"
AccionNacional,"RT @noemilunaayala: La pobreza se ha incrementado a niveles alarmantes en estos 3 años, por eso no nada que festejar con su #AMLOFEST y si…"
AccionNacional,"RT @KathiaBolio: Las mujeres en México no estamos seguras, el Gobierno Federal de la #4T ha preferido levantar muros contra las mujeres en…"
AccionNacional,"RT @GenovevaHuerta: La política de seguridad de @lopezobrador_ ha sido de abrazos y no balazos. Un rotundo fracaso 👎🏻❌

Tenemos el sexenio…"
AccionNacional,"RT @GinaCruzBC: López Obrador ""celebra"" hoy #3añosPerdidos y las y los mexicanos lo resienten cada vez más. Nos tienen sumidos en la peor o…"
AccionNacional,"RT @marianagc: Así de simple y contundente. 

#3AñosPerdidos https://t.co/WSmNfjDfbJ"
AccionNacional,RT @diana_larac: ‼️Son #3añosPerdidos del gobierno de @lopezobrador_ . 👉Los últimos tres años han sido los más inseguros y violentos para l…
AccionNacional,"RT @ErandiBermudez: Aquí los resultados de #3AñosPerdidos de este Gobierno:

4 millones más de mexicanos en pobreza.
Desabasto de medicamen…"
AccionNacional,"RT @maturinoc: Una vez cumplidos tres años del actual Gobierno Federal, no podemos sino lamentar los muchos errores que han costado vidas,…"
AccionNacional,RT @AnaMariaEsquiv: Vivimos un gobierno “sin nada que celebrar” se llega al tercer año de un sexenio perdido; un sexenio en donde el gobier…
AccionNacional,"RT @LuisMendozaBJ: Vergonzoso celebrar tres años de este sexenio con estos resultados. 
En @AccionNacional queremos sumar a la estrategia p…"
AccionNacional,RT @CaroBeauregard: Llevamos #3AñosPerdidos el gobierno de @lopezobrador_ ha sido catastrófico. No existen políticas públicas para apoyar a…
AccionNacional,RT @Paulomartinezl: Vivimos un gobierno “sin nada que celebrar” se llega al tercer año de un sexenio perdido; un sexenio en donde el gobier…
AccionNacional,"RT @NiceBereMontes: A 3 años de gobierno es momento de medir los resultados sin pensar que “lo va a hacer bien”, es tiempo de ver lo mal qu…"
AccionNacional,"RT @JorgeRoHe: El desastroso régimen de Morena y López Obrador cumple 3 años sin resultados: la crisis económica continúa, la inseguridad y…"
AccionNacional,"RT @storreblancae: 3 años de resultados...más pobreza, más violencia, más incompetencia, más enfermedades y más corrupción.
#3AnosPerdidos…"
AccionNacional,"RT @eridiazvillalon: @AccionNacional lamenta los 3 años perdidos que costaron vidas y empleos. Seguiremos luchando por un país libre, garan…"
AccionNacional,RT @teresacastellmx: ¡Hoy México no tiene nada que celebrar! llegamos a la mitad de un sexenio perdido; un sexenio en donde el gobierno hab…
AccionNacional,"RT @ferdoval: La inflación se ha disparado y este gobierno no ha hecho nada por combatirla.

En TODOS los indicadores económicos, estamos p…"
AccionNacional,"RT @AngelesGtzChih: 🚫#3AñosPerdidos / Vivimos un gobierno “sin nada que celebrar”.

👉López Obrador por la presidencia ha sido catastrófico…"
AccionNacional,"RT @WeraReynoso: Hoy se cumplen #3AñosPerdidos del actual gobierno. Un gobierno que nos ha dejado una crisis de salud sin precedentes, una…"
AccionNacional,"RT @Tigre_Aguilar_C: A #LópezObrador le quedó grande México y sus necesidades, no hay ningún rubro que pueda presumir avances y buenos resu…"
AccionNacional,"RT @Miguel_Monraz: Hoy se cumplen 3 años de un sexenio perdido, un Gobierno fracasado que solo ha generado mayor inseguridad, más desempleo…"
AccionNacional,"RT @PEPE_BAEZ: A mitad del sexenio de ""la esperanza"", podemos decir que la esperanza está perdida. Han sido 3 años de mentiras, incompetenc…"
AccionNacional,"RT @XavierAzuaraSLP: Son #3AñosPerdidos de retrocesos y de afectación directa a las familias de nuestro país; hoy no hay “otros datos”, sin…"
AccionNacional,"RT @AnniaGomezNL: Aún estamos a tiempo, corrijamos el rumbo @lopezobrador_ #3AñosPerdidos https://t.co/NV239xLVvD"
AccionNacional,"RT @JCRomeroHicks: La pregunta es muy sencilla. 

¿Hoy, México 🇲🇽 está mejor que el 1ero de diciembre de 2018? 

#3AñosPerdidos https://t.c…"
AccionNacional,"RT @kenialopezr: ¡Ya #3AñosPerdidos!

Aquí los resultados de @lopezobrador_:

4 millones de nuevos pobres. 

Destruyó las estancias infanti…"
AccionNacional,"RT @FeliFerMacias: Hoy se cumple la mitad del sexenio de AMLO y en seguridad ¡estamos peor que nunca, y LA GUARDIA NACIONAL ES UN FRACASO!,…"
AccionNacional,"RT @SenadoresdelPAN: A 3 años del inicio del Gobierno de @lopezobrador_ , está claro que lo que se vendió como esperanza, resultó ser un gr…"
AccionNacional,"RT @diputadospan: Son #3AñosPerdidos de un gobierno que no escucha, que no atiende los problemas de las y los mexicanos, que le niega medic…"
AccionNacional,"RT @JTrianaT: #3AñosPerdidos 

No se ha vendido el avión, el ejército no ha regresado a sus cuarteles, no aparecen los 43, no ha bajado la…"
AccionNacional,"RT @MarkoCortes: Hoy no hay nada que celebrar, solo #3AñosPerdidos de un gobierno sin avances, sin logros, con puro retroceso y un país en…"
AccionNacional,"Hoy se cumplen 3 años de un sexenio perdido, un gobierno fracasado que solo ha generado mayor inseguridad, más desempleo y menos oportunidades.

¡Urge corregir el rumbo de México! 

#3AñosPerdidos https://t.co/AM3yimUltI"
AccionNacional,"RT @FORMACIONCENPAN: ¡Nos vemos hoy!

Taller de competencias para las y los líderes humanistas: Vigencia de los principios del humanismo po…"
AccionNacional,"Es tiempo de que México despierte, de que midamos los resultados y reconozcamos que las cosas van mal y se debe corregir el rumbo. Hacemos un llamado a @lopezobrador_ para que haga un balance realista y delineemos una ruta para salir de este mal momento.
https://t.co/nleo7UsBiN"
AccionNacional,"Repudiamos la política intimidatoria para la oposición, la persecución e intromisión partidista. Exigimos la inmediata liberación de @TitoDelfinC y convocamos a la unidad y cierre de filas del panismo en Veracruz.
https://t.co/nYA03zZMlC"
AccionNacional,"El próximo martes terminan los primeros tres años de un gobierno caracterizado por la incompetencia, improvisación, mentira, corrupción y el capricho de un presidente que no ha entregado los resultados que tanto prometió a los mexicanos.
https://t.co/cwOQ7eDrjP"
AccionNacional,"El PAN en Yucatán es ejemplo de unidad, fortaleza, buenos gobiernos y grandes resultados. Seguiremos trabajando juntos para construir un mejor México para todas y todos. https://t.co/N5rc0HfAF6"
AccionNacional,"RT @MaruCampos_G: Hoy estamos muy contentos todos los chihuahuenses y agradecidos con el @GobiernoMX, porque el día de ayer los 3 productor…"
AccionNacional,"Las y los diputados locales son los voceros principales del partido, el brazo derecho y fuerte de Acción Nacional. Cerremos filas por México, tomemos las causas juntos, porque unidos somos mucho más.
#CongresosEnAcción https://t.co/zoI8Wxnpyk"
AccionNacional,"¡Ya basta!
Impulsaremos créditos y programas de empleos para mujeres, porque necesitan libertad económica para poner un alto a la violencia. 
#DíaNaranja https://t.co/BkXaAj1YtN"
AccionNacional,"¡Ya basta! 
Seguiremos alzando la voz hasta que se entienda que no está bien, no es normal y no lo vamos a permitir.
#NiUnaMenos
#DíaNaranja https://t.co/DO84gbZfzf"
AccionNacional,"Exigimos a los presidentes de la Mesa Directiva del @senadomexicano y de la @Mx_Diputados a que presenten una controversia constitucional ante la @SCJN contra el acuerdo presidencial que oculta la información sobre las obras del gobierno morenista.
https://t.co/GMGxtS2JKO"
AccionNacional,"¡Ya basta!
¿Por qué un hombre tiene mejor salario que una mujer aunque tengan el mismo puesto? Seguiremos exigiendo y diciendo NO a la violencia económica.
#DíaNaranja https://t.co/zDmw6vNMQS"
AccionNacional,"¡Ya basta!
Las mujeres merecen las mismas oportunidades de crecimiento y desarrollo.
#DíaNaranja https://t.co/Ud787XkYnE"
AccionNacional,"¡Ya basta!
Los gritos NO van a callar la la lucha de millones de mujeres. 
#DíaNaranja https://t.co/bG75ao2qmE"
AccionNacional,"¡Ya basta! 
Ningún puesto te da derecho a acosar o insultar a una mujer.
Aprobaremos reformas para que esto deje de ser una constante y sea castigado.
#DíaNaranja https://t.co/0SGkUduQhg"
AccionNacional,"Es tiempo de romper el silencio. Juntos, todas y todos, alcemos la voz para visibilizar, actuar y terminar con la violencia hacia las mujeres.

En el PAN seguiremos presentando reformas y políticas para combatir cualquier conducta violenta contra mujeres y niñas.

#DíaNaranja https://t.co/KUoDhtzMpw"
AccionNacional,"RT @MauVila: Es un hecho histórico para #Yucatán, hoy nos convertimos en el único estado del país en lograr que todos sus municipios confor…"
AccionNacional,"Es preocupante que el gobierno de @lopezobrador_ siga dando pasos hacia una dictadura. El decreto para considerar todos los proyectos de infraestructura como asunto de seguridad nacional es en realidad para ocultar información y la corrupción de los mismos
https://t.co/eDf0g1EYNr"
AccionNacional,"Lamentamos profundamente el fallecimiento de Manuel García Uresti, padre del gobernador @fgcabezadevaca y del senador @IGCabezadeVaca. Nuestro más sentido pésame para ellos y su familia. Descanse en paz. https://t.co/p2tHAgpl3H"
AccionNacional,"Reiteramos nuestro respeto permanente a las Fuerzas Armadas, con esa misma convicción, exigimos se respete la Constitución y las leyes que de ella dimanan, particularmente a las normas y leyes que rigen a las fuerzas armadas.
https://t.co/tCpMmu9moR"
AccionNacional,"Le pedimos al presidente @lopezobrador_ que sus hechos hablen más que sus palabras, porque fue a decir a Washington lo que no quiere hacer en México.
https://t.co/DAu1SuUKgr"
AccionNacional,"En nuestro país hay más 5 millones de niñas, niños y adolescentes víctimas de violencia sexual infantil.

Es tiempo de romper el silencio. Desde el Congreso, seguiremos impulsando reformas para prevenir y erradicar este grave crimen.

Día Nacional contra el Abuso Sexual Infantil. https://t.co/APOw0XZwan"
AccionNacional,"RT @FRPH: En 2021, bajo la administración del sexenio actual, la deuda total de los mexicanos alcanzó la cifra de 12 billones 641 mil millo…"
AccionNacional,"La unidad mostrada por la coalición #VaPorMéxico en el debate del Presupuesto es una señal clara de que el gobierno de Morena no podrá sacar adelante sus contrarreformas, como la energética.
https://t.co/kfcaStiQPI"
AccionNacional,"¡Unidos somos más fuertes!

Se determinó que el método para elegir a la o el candidato para la gubernatura de #Aguascalientes será por designación, previa realización de encuestas. https://t.co/tMTAaPDfaT"
AccionNacional,"RT @MarkoCortes: ¡Muchas felicidades, gobernador @fgcabezadevaca!

Los gobiernos de @AccionNacional ponemos el ejemplo y hacemos lo necesar…"
AccionNacional,"RT @diegosinhue: Sabemos que #SíHayDeOtra y por eso seguimos trabajando unidos por dar lo mejor de cada uno de nosotros, por los ciudadanos…"
AccionNacional,"RT @fgcabezadevaca: Los integrantes de la @GOAN_MX y la dirigencia de @AccionNacional, hemos logrado acuerdos desde #Mérida, #Yucatán. Esta…"
AccionNacional,"RT @makugo: ¡Buenas noches! Les mando saludos desde Mérida, Yucatán, donde atendí la reunión de la @GOAN_MX. Ahí pudimos compartir las expe…"
AccionNacional,RT @MaruCampos_G: Me reuní con mis compañeros gobernadores de @AccionNacional. Los retos que enfrenta el país requieren de trabajo y lidera…
AccionNacional,"RT @MauVila: Sabemos que los mejores resultados los construimos trabajando unidos, por eso me dio mucho gusto poder reunirme con mi compañe…"
AccionNacional,"RT @GOAN_MX: El día de hoy acordamos fortalecer la integración del sistema @AccionNacional. 

El presidente y la secretaria general asistir…"
AccionNacional,"¡Estamos listos, unidos y fuertes!
Trabajaremos en equipo para enfrentar con éxito las próximas batallas. https://t.co/VZlTPL9gjl"
AccionNacional,"RT @MarkoCortes: Me reuní con la y los gobernadores panistas, platicamos sobre los retos que vienen y me da gusto saber que vamos #UnidosYF…"
AccionNacional,"¡Gracias a las y los @diputadospan y #VaPorMéxico por mantener la unidad, compromiso y valentía para defender los intereses y necesidades de las familias!

No nos callarán, seguiremos alzando la voz por cada persona que nos dio su voto y confianza para construir un mejor país. https://t.co/sVUm6jveWL"
AccionNacional,"Morena aprobó un presupuesto que no  atiende las necesidades de las familias, no impulsa la generación de empleo, servicios de salud, seguridad pública y escuelas dignas, prefieren malgastarlo en las obras faraónicas que la gente ni pidió ni son urgentes.
https://t.co/G7c8c6YvOG"
AccionNacional,"Realizamos el Primer Taller de Reafiliación para quienes refrendaron su compromiso por ver al PAN como la mejor opción para superar al gobierno populista por la vía democrática.
https://t.co/mIRCWd0hRS"
AccionNacional,"RT @KathiaBolio: 🔵 Te comparto: 👉🏼 https://t.co/hBbnmXucKu

Con un % mínimo de lo destinado a obras faraónicas del despresidente, la federa…"
AccionNacional,RT @MarkoCortes: Mi más amplio reconocimiento a las y los @diputadospan y de #VaPorMéxico que se han mantenido unidos para dar la batalla p…
AccionNacional,RT @MarkoCortes: Me da mucho gusto anunciar que @JL_Luege se reincorpora a nuestro partido. En @AccionNacional cabemos todas y todos los qu…
AccionNacional,"Miles de niñas en Guerrero viven una situación dolorosa que debe cambiar y en eso no debe haber distingo de partidos. Por ello, invitamos a la gobernadora @EvelynSalgadoP a generar acciones urgentes que las protejan y haya un verdadero cumplimiento de ley.
https://t.co/CgJmkgM8Ts"
AccionNacional,"El objetivo es que todas y todos los panistas trabajemos unidos y con corresponsabilidad. Demostraremos en los hechos que el PAN es la alternativa e impulsa los mejores proyectos.
https://t.co/qwDrzx6pkh"
AccionNacional,"En México hay más de 18 millones de niños y adolescentes sin vacunas, pero el Gobierno Federal decidió ignorar el mandato del juez de vacunarlos porque les parece un exceso que le quita dinero a los elefantes blancos de @lopezobrador_.
https://t.co/5JQb9W25Ih"
AccionNacional,"RT @MarkoCortes: México necesita un presupuesto que ayude a la gente a superar la pobreza, que genere empleo y trabajos mejor pagados, que…"
AccionNacional,"RT @MarkoCortes: Los dirigentes, las y los alcaldes y diputados de la coalición #VaPorMéxico estamos en la @Mx_Diputados buscando el diálog…"
AccionNacional,RT @JorgeRoHe: El principal contacto de la ciudadanía con el gobierno se hace a través de lo local; es indispensable que el Presupuesto pre…
AccionNacional,RT @CeciliaPatronL: Desde la @Mx_Diputados y en equipo con los alcaldes de Yucatán estamos luchando por un presupuesto que permita hacer #M…
AccionNacional,"RT @SenadoresdelPAN: ¡Vamos por #MunicipiosFuertes!

+Presupuesto para seguridad
+Presupuesto para mejores servicios
+Presupuesto para mejo…"
AccionNacional,"RT @diputadospan: Las y los Alcaldes de la coalición #VaPorMéxico cuentan con las y los legisladores de @AccionNacional, vamos a dar la bat…"
AccionNacional,"Los municipios de México cuentan con la coalición #VaPorMéxico para luchar juntos por más recursos para la seguridad, economía, salud, educación y bienestar de las familias.

¡Necesitamos #MunicipiosFuertes para dar mejores resultados! https://t.co/7QIsIjPE7T"
AccionNacional,"México no es el país de un solo hombre. El presupuesto es de todas y todos los mexicanos, por ello exigimos se escuche la voz de las y los presidentes municipales y se les brinde recursos para atender a la gente que los eligió en las pasadas elecciones.
#MunicipiosFuertes https://t.co/CfrV17C7kQ"
AccionNacional,"Hoy @AleGutierrez_mx hace historia como la primera mujer en presidir la @ANACmx_.

La principal carta de presentación de Acción Nacional son y seguirán siendo los buenos gobiernos panistas, con acciones y resultados para la familias.

#MéxicoFuerteConMunicipiosFuertes https://t.co/heGrPGwMZh"
AccionNacional,Nuestra secretaria de @PPMnacional se reunió con alcaldesas y legisladoras del PAN para trabajar unidas en las próximas batallas del 2022 y poner al partido al servicio de las mexicanas que no se ven representadas por este gobierno. https://t.co/kMyreffkEq
AccionNacional,"¡Muchas felicidades @AleGutierrez_mx por ser electa la primera mujer presidenta de la @ANACmx_! 

Desde el municipio vamos a generar grandes cambios y trabajaremos para demostrar que el mejor modelo de gobierno del país es el del PAN. https://t.co/8TATZjECMk"
AccionNacional,"Como buenos autoritarios, en Morena no toleran la crítica y quieren callar las voces opositoras. Rechazamos tajantemente cualquier atentado contra la libertad de expresión y la democracia, y expresamos todo nuestro respaldo a la diputada @AmerangelLorenz.
https://t.co/QhHqpwW2RD"
AccionNacional,"RT @AmerangelLorenz: Me entero que @Claudiashein me quiere meter a la cárcel por el terrible delito de publicar un meme‼️

El autoritarismo…"
AccionNacional,"En la coalición legislativa #VaPorMéxico, trabajamos en una propuesta alternativa del presupuesto que envió el Gobierno federal. Nuestra prioridad es impulsar el crecimiento económico y atender las prioridades de las y los mexicanos.
#PresupuestoPorMéxico https://t.co/HyuAGE8Ddl"
AccionNacional,"El presupuesto del Gobierno federal no ha fortalecido el sector salud, no ha controlado la seguridad, ni impulsa el crecimiento económico. Por ello, presentamos un presupuesto alternativo enfocado en las necesidades de las familias mexicanas.
#PresupuestoPorMéxico
#VaPorMéxico https://t.co/4PYe7zpaNr"
AccionNacional,"En reunión con las y los secretarios y coordinadores del CEN del PAN, nuestro presidente @MarkoCortes los convocó a consolidar al partido como la primera fuerza electoral del país y la alternativa para dar un nuevo rumbo a México.
https://t.co/fmwvd0GFwI"
AccionNacional,"Lamentamos el fallecimiento de Don Froylan López Narváez, reconocido periodista y escritor de nuestro país. Nuestro más sentido pésame a sus familiares y seres queridos. Descanse en paz."
AccionNacional,"Hoy se registraron @Emma_LauraAV y @DeborahLoMa para contender por la Secretaría Nacional de @AccionJuvenil. Ante un gobierno autoritario, el partido tiene que ser la opción de futuro y los jóvenes panistas deben salir a conquistar corazones. https://t.co/RkC8setJTc"
AccionNacional,"La falta de una política migratoria frente a las caravanas de personas desesperadas por buscar una mejor situación de vida ha creado una crisis de enormes dimensiones que se acentúa con la inacción del gobierno.
@marianagc 
https://t.co/4rvE3DuLCn"
AccionNacional,"Este gobierno ha hecho a un lado las demandas y necesidades de las mujeres, las ha invisibilizado, ha soslayado el tema de violencia contra la mujer y los feminicidios, y ahora pretenden no otorgar los recursos suficientes para evitar una mayor desigualdad
https://t.co/pKYGvXSUt1"
AccionNacional,"Durante año y medio, Lozoya recibió la protección de las más altas esferas del poder político con el mayor descaro.
Sirvió para que declarara contra la oposición y ahora ya es desechable.
https://t.co/aDcd2oP3EW"
AccionNacional,"Tenemos una nueva oportunidad para dar un mejor rumbo a Tlaquepaque. 

Hoy inicia el camino para lograrlo, vamos con @Chayito_MX porque sólo con ella, Tlaquepaque sí gana. https://t.co/MTk3Yhqvsx"
AccionNacional,"RT @MarkoCortes: Para hacer la estrategia correcta, se requiere el diagnóstico correcto. @AccionNacional sabe ganar en la adversidad, crece…"
AccionNacional,"De acuerdo a un análisis de la @FRPH, los programas Jóvenes Construyendo el Futuro, Sembrando Vida y Becas Benito Juárez, han estado llenos de anomalías, desvíos y omisiones, por lo que deben aclarar el gasto de miles de millones de pesos de los mexicanos.
https://t.co/RuJiK0Z68m"
AccionNacional,"Lamentamos profundamente el fallecimiento de Don Francisco Corral, panista destacado de Matamoros, Tamaulipas, con más de 50 años de militancia. Nuestras más sinceras condolencias a sus familiares y seres queridos. Descanse en paz. https://t.co/FO0YIm1DTW"
AccionNacional,"RT @RevistaLaNacion: Te presentamos nuestro nuevo número 🗞 donde encontrarás información de nuestro 80 aniversario, la iniciativa ""Seguro d…"
AccionNacional,"RT @SenadoresdelPAN: No le movieron ni una sola coma a la Ley de Ingresos 2022, propusimos dignificar la economía de las y los mexicanos, p…"
AccionNacional,"¡Felicidades @lauuuesquivel!

Estamos convencidos que al frente de @PPMnacional trabajarás por mayores oportunidades, espacios de poder y para garantizar los derechos de la mujer en México. https://t.co/WVgE9zoqIn"
AccionNacional,"RT @lauuuesquivel: Igualdad y valores, agradezco al Pte @MarkoCortes la oportunidad de encabezar @PPMnacional. Con @CeciliaPatronL acompaña…"
AccionNacional,"Acción Nacional felicita a @lauuuesquivel y Bogar Alba Butrón, cuyos nombramientos fueron aprobados por la Comisión Permanente para la Secretaría Nacional de @PPMnacional y el Registro Nacional de Militantes para el periodo 2021-2024.
https://t.co/tTlCB2e6l7"
AccionNacional,"Lamentamos profundamente el sensible fallecimiento de Josefina Fernández Viezcas de Compeán, madre de nuestro diputado federal @CompeanEliseo1. Nuestras más sinceras condolencias para él y su familia. Descanse en paz. https://t.co/9b2kfHcjMB"
